Global Volcanism Program - Volcanoes of the World 5.1.7,,,,Downloaded on 31 May 2024 at 03:19 PM,,,,,,,,,,,,,,,,,,,
Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
352050,Cotopaxi,11534,Confirmed Eruption,,5,,,1130,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-0.677,-78.436
358022,Yate,20851,Confirmed Eruption,SE flank,,,,1090,60,,,,,Isotopic: 14C (calibrated),,,,,,,,-41.755,-72.396
354020,Ubinas,11777,Confirmed Eruption,,5,,,1082,82,,,,,Isotopic: 14C (calibrated),,,,,,,,-16.345,-70.8972
353050,"Negra, Sierra",11700,Confirmed Eruption,,0,,,1060,500,0,,0,,Isotopic: Cosmic Ray Exposure,,,,,,,,-0.83,-91.17
351012,"Bravo, Cerro",11263,Confirmed Eruption,,4,,,1050,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,5.091,-75.293
352006,Cayambe,11410,Confirmed Eruption,Lava dome near eastern summit,4,,?,1040,,0,,0,,Correlation: Tephrochronology,,,,,,,,0.029,-77.986
352080,Tungurahua,11622,Confirmed Eruption,,,,,1030,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-1.467,-78.442
353020,Wolf,11679,Confirmed Eruption,Lower NE flank,0,,>,950,,0,,0,,Isotopic: Cosmic Ray Exposure,,,,,,,,0.02,-91.35
353010,Fernandina,11650,Confirmed Eruption,,0,,,950,500,0,,0,,Isotopic: Cosmic Ray Exposure,,,,,,,,-0.37,-91.55
352050,Cotopaxi,11533,Confirmed Eruption,,3,,?,950,,0,,0,,Correlation: Tephrochronology,,,,,,,,-0.677,-78.436
352020,Guagua Pichincha,11471,Confirmed Eruption,,5,,,930,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-0.171,-78.598
358010,Osorno,12223,Confirmed Eruption,,,,,910,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-41.105,-72.496
357040,Planchon-Peteroa,11927,Confirmed Eruption,,3,,,900,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-35.223,-70.568
351080,Galeras,11347,Confirmed Eruption,,2,,,890,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,1.22,-77.37
352006,Cayambe,11409,Confirmed Eruption,,,,?,880,,0,,0,,Correlation: Tephrochronology,,,,,,,,0.029,-77.986
358057,"Hudson, Cerro",12295,Confirmed Eruption,,,,,860,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-45.9,-72.97
357150,Puyehue-Cordon Caulle,12204,Confirmed Eruption,Puyehue,5,,,860,75,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-40.59,-72.117
352080,Tungurahua,11621,Confirmed Eruption,,,,?,800,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-1.467,-78.442
352050,Cotopaxi,11532,Confirmed Eruption,,4,,,770,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-0.677,-78.436
354010,"Misti, El",11761,Confirmed Eruption,,,,,760,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-16.294,-71.409
355130,"Ojos del Salado, Nevados",11882,Confirmed Eruption,,,,,750,250,0,,0,,Correlation: Tephrochronology,,,,,,,,-27.109,-68.541
351040,Machin,11309,Confirmed Eruption,,,,?,750,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,4.487,-75.389
351012,"Bravo, Cerro",11262,Confirmed Eruption,,4,,,750,150,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,5.091,-75.293
352050,Cotopaxi,11531,Confirmed Eruption,,4,,,740,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-0.677,-78.436
352080,Tungurahua,11620,Confirmed Eruption,,4,?,,730,200,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-1.467,-78.442
358020,Calbuco,20876,Confirmed Eruption,,4,,,710,60,,,,,Isotopic: 14C (calibrated),,,,,,,,-41.33,-72.618
358040,Michinmahuida,20856,Confirmed Eruption,,,,,700,100,,,,,Isotopic: 14C (calibrated),,,,,,,,-42.799,-72.445
351020,"Ruiz, Nevado del",11275,Confirmed Eruption,Arenas Crater,3,,,675,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,4.892,-75.324
352003,Cuicocha,11394,Confirmed Eruption,,,,?,650,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,0.308,-78.364
352080,Tungurahua,11619,Confirmed Eruption,,3,?,?,600,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-1.467,-78.442
357122,Lanin,12086,Confirmed Eruption,,,,,560,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-39.637,-71.502
352071,Chimborazo,11608,Confirmed Eruption,,,,,550,150,0,,0,,Correlation: Tephrochronology,,,,,,,,-1.469,-78.817
352050,Cotopaxi,11530,Confirmed Eruption,,,,,550,200,0,,0,,Correlation: Tephrochronology,,,,,,,,-0.677,-78.436
352020,Guagua Pichincha,11470,Confirmed Eruption,,,,,550,75,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-0.171,-78.598
358020,Calbuco,12247,Confirmed Eruption,,,,,520,200,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-41.33,-72.618
357150,Puyehue-Cordon Caulle,12203,Confirmed Eruption,,,,,500,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-40.59,-72.117
352080,Tungurahua,11618,Confirmed Eruption,,,,,480,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-1.467,-78.442
358010,Osorno,12222,Confirmed Eruption,,4,?,,420,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-41.105,-72.496
358056,Maca,12282,Confirmed Eruption,,,,,410,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-45.1,-73.17
357122,Lanin,12085,Confirmed Eruption,,,,,400,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-39.637,-71.502
358057,"Hudson, Cerro",12294,Confirmed Eruption,,,,,390,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-45.9,-72.97
353050,"Negra, Sierra",11699,Confirmed Eruption,,0,,,370,1100,0,,0,,Isotopic: Cosmic Ray Exposure,,,,,,,,-0.83,-91.17
352050,Cotopaxi,11529,Confirmed Eruption,,,,,370,200,0,,0,,Correlation: Tephrochronology,,,,,,,,-0.677,-78.436
352080,Tungurahua,11617,Confirmed Eruption,,3,?,?,350,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-1.467,-78.442
351020,"Ruiz, Nevado del",11274,Confirmed Eruption,West flank,3,,,350,300,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,4.892,-75.324
358023,Hornopiren,20849,Confirmed Eruption,,,,,340,200,,,,,Isotopic: 14C (calibrated),,,,,,,,-41.874,-72.431
357120,Villarrica,12099,Confirmed Eruption,,,,?,330,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-39.42,-71.93
355012,Parinacota,11814,Confirmed Eruption,Parinacota 3 edifice,4,,,290,300,0,,0,,Isotopic: Cosmic Ray Exposure,,,,,,,,-18.166,-69.142
352011,Pululahua,11421,Confirmed Eruption,,,,?,290,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,0.0464,-78.49
352071,Chimborazo,11607,Confirmed Eruption,,,,,270,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-1.469,-78.817
352006,Cayambe,11408,Confirmed Eruption,,,,?,260,,0,,0,,Correlation: Tephrochronology,,,,,,,,0.029,-77.986
351030,"Tolima, Nevado del",11299,Confirmed Eruption,,3,?,,260,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,4.658,-75.33
357121,Quetrupillan,22349,Confirmed Eruption,,3,?,,255,48,,,,,Isotopic: 14C (calibrated),,,,,,,,-39.496,-71.722
358020,Calbuco,12246,Confirmed Eruption,,,,,220,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-41.33,-72.618
353030,Darwin,11691,Confirmed Eruption,,0,,,210,500,0,,0,,Isotopic: Cosmic Ray Exposure,,,,,,,,-0.18,-91.28
352006,Cayambe,11407,Confirmed Eruption,,,,?,200,,0,,0,,Correlation: Tephrochronology,,,,,,,,0.029,-77.986
352080,Tungurahua,11616,Confirmed Eruption,,,,?,200,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-1.467,-78.442
358052,Melimoyu,12279,Confirmed Eruption,,,,,200,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-44.08,-72.88
352050,Cotopaxi,11528,Confirmed Eruption,,4,,,180,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-0.677,-78.436
352006,Cayambe,11406,Confirmed Eruption,,,,?,170,,0,,0,,Correlation: Tephrochronology,,,,,,,,0.029,-77.986
358020,Calbuco,20875,Confirmed Eruption,,4,+,,160,135,,,,,Correlation: Tephrochronology,,,,,,,,-41.33,-72.618
353020,Wolf,11678,Confirmed Eruption,Lower SW flank,0,,,150,800,0,,0,,Isotopic: Cosmic Ray Exposure,,,,,,,,0.02,-91.35
352050,Cotopaxi,11527,Confirmed Eruption,,4,,?,150,,0,,0,,Correlation: Tephrochronology,,,,,,,,-0.677,-78.436
357150,Puyehue-Cordon Caulle,12202,Confirmed Eruption,Puyehue?,,,,140,300,0,,0,,Correlation: Tephrochronology,,,,,,,,-40.59,-72.117
357150,Puyehue-Cordon Caulle,12201,Confirmed Eruption,,,,,110,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-40.59,-72.117
357120,Villarrica,12098,Confirmed Eruption,,0,,?,110,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-39.42,-71.93
352080,Tungurahua,11615,Confirmed Eruption,,3,?,?,100,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-1.467,-78.442
357122,Lanin,12084,Confirmed Eruption,,0,,,90,300,0,,0,,Correlation: Tephrochronology,,,,,,,,-39.637,-71.502
355012,Parinacota,11813,Confirmed Eruption,South flank (upper Volcanes de Ajata),,,,90,50,0,,0,,Correlation: Anthropology,,,,,,,,-18.166,-69.142
354010,"Misti, El",11760,Confirmed Eruption,,,,,90,300,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-16.294,-71.409
352050,Cotopaxi,11526,Confirmed Eruption,,4,,,70,150,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-0.677,-78.436
352020,Guagua Pichincha,11469,Confirmed Eruption,,4,,,70,75,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-0.171,-78.598
358020,Calbuco,12245,Confirmed Eruption,,,,,40,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-41.33,-72.618
357121,Quetrupillan,22350,Confirmed Eruption,,4,,,35,35,,,,,Isotopic: 14C (calibrated),,,,,,,,-39.496,-71.722
352006,Cayambe,11405,Confirmed Eruption,,,,?,10,,0,,0,,Correlation: Tephrochronology,,,,,,,,0.029,-77.986
352022,Chacana,11456,Confirmed Eruption,,,,?,-50,,0,,0,,Correlation: Tephrochronology,,,,,,,,-0.375,-78.25
352050,Cotopaxi,11525,Confirmed Eruption,,3,,?,-50,,0,,0,,Correlation: Tephrochronology,,,,,,,,-0.677,-78.436
352080,Tungurahua,11614,Confirmed Eruption,,3,?,?,-50,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-1.467,-78.442
357061,"Maule, Laguna del",22165,Confirmed Eruption,,0,,<,-50,,,,,,Isotopic: Uranium-series,,,,,,,,-36.058,-70.492
354010,"Misti, El",11759,Confirmed Eruption,,4,?,,-80,75,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-16.294,-71.409
357122,Lanin,12083,Confirmed Eruption,,,,,-80,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-39.637,-71.502
358070,"Burney, Monte",12328,Confirmed Eruption,,,,,-90,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-52.33,-73.4
358020,Calbuco,12244,Confirmed Eruption,,,,,-100,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-41.33,-72.618
352080,Tungurahua,11613,Confirmed Eruption,,3,?,?,-100,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-1.467,-78.442
358057,"Hudson, Cerro",12293,Confirmed Eruption,,,,,-120,200,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-45.9,-72.97
351060,Purace,11315,Confirmed Eruption,,,,,-160,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,2.32,-76.4
352006,Cayambe,11404,Confirmed Eruption,,,,?,-180,,0,,0,,Correlation: Tephrochronology,,,,,,,,0.029,-77.986
358012,Cayutue-La Vigueria,12219,Confirmed Eruption,La Viguería,,,?,-190,190,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-41.3,-72.27
351030,"Tolima, Nevado del",11298,Confirmed Eruption,,3,?,,-200,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,4.658,-75.33
351020,"Ruiz, Nevado del",11273,Confirmed Eruption,Arenas Crater,4,,,-200,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,4.892,-75.324
358010,Osorno,12221,Confirmed Eruption,,,,,-210,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-41.105,-72.496
357122,Lanin,12082,Confirmed Eruption,Mamuil Malal dome,,,,-220,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-39.637,-71.502
357153,Antillanca Volcanic Complex,12191,Confirmed Eruption,Casablanca (Raihuén crater),5,,,-230,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-40.783,-72.15
352006,Cayambe,11403,Confirmed Eruption,,,,?,-230,,0,,0,,Correlation: Tephrochronology,,,,,,,,0.029,-77.986
352050,Cotopaxi,11524,Confirmed Eruption,,4,,,-230,200,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-0.677,-78.436
357090,Copahue,12000,Confirmed Eruption,,,,?,-250,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-37.856,-71.183
357061,"Maule, Laguna del",22164,Confirmed Eruption,,0,,,-250,,,,,,Isotopic: Ar/Ar,,,,,,,,-36.058,-70.492
352006,Cayambe,11402,Confirmed Eruption,,,,?,-260,,0,,0,,Correlation: Tephrochronology,,,,,,,,0.029,-77.986
352080,Tungurahua,11612,Confirmed Eruption,,,,,-270,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-1.467,-78.442
354010,"Misti, El",11758,Confirmed Eruption,,,,,-310,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-16.294,-71.409
355011,Taapaca,11809,Confirmed Eruption,,,,,-320,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-18.1,-69.5
357070,"Chillan, Nevados de",11966,Confirmed Eruption,Volcán Viejo,,,,-320,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-36.868,-71.378
352021,Atacazo,11453,Confirmed Eruption,Ninahuilca Chico II dome,5,,,-320,16,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-0.353,-78.617
358020,Calbuco,12243,Confirmed Eruption,,,,,-330,200,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-41.33,-72.618
352050,Cotopaxi,11523,Confirmed Eruption,,4,,?,-400,,0,,0,,Correlation: Tephrochronology,,,,,,,,-0.677,-78.436
352011,Pululahua,11420,Confirmed Eruption,,4,C,,-450,150,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,0.0464,-78.49
352006,Cayambe,11401,Confirmed Eruption,,,,?,-460,,0,,0,,Correlation: Tephrochronology,,,,,,,,0.029,-77.986
351080,Galeras,11346,Confirmed Eruption,,2,,,-490,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,1.22,-77.37
357150,Puyehue-Cordon Caulle,12200,Confirmed Eruption,,,,,-490,300,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-40.59,-72.117
352080,Tungurahua,11611,Confirmed Eruption,,3,?,?,-500,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-1.467,-78.442
352006,Cayambe,11400,Confirmed Eruption,,,,?,-510,,0,,0,,Correlation: Tephrochronology,,,,,,,,0.029,-77.986
353060,"Azul, Cerro",11715,Confirmed Eruption,,0,,,-550,1300,0,,0,,Isotopic: Cosmic Ray Exposure,,,,,,,,-0.92,-91.408
352006,Cayambe,11399,Confirmed Eruption,,,,?,-560,,0,,0,,Correlation: Tephrochronology,,,,,,,,0.029,-77.986
357122,Lanin,12081,Confirmed Eruption,,,,,-590,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-39.637,-71.502
358024,Apagado,20850,Confirmed Eruption,,4,,,-590,175,,,,,Isotopic: 14C (calibrated),,,,,,,,-41.88,-72.58
351030,"Tolima, Nevado del",11297,Confirmed Eruption,,3,?,,-610,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,4.658,-75.33
351040,Machin,11308,Confirmed Eruption,,,,?,-650,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,4.487,-75.389
357120,Villarrica,12097,Confirmed Eruption,,4,,?,-670,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-39.42,-71.93
352011,Pululahua,11419,Confirmed Eruption,,5,,,-690,150,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,0.0464,-78.49
354005,Huambo,11741,Confirmed Eruption,Cerro Keyocc,,,,-700,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-15.78,-72.08
351012,"Bravo, Cerro",11261,Confirmed Eruption,,4,+,,-730,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,5.091,-75.293
358057,"Hudson, Cerro",12292,Confirmed Eruption,,,,,-790,75,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-45.9,-72.97
358070,"Burney, Monte",12327,Confirmed Eruption,,,,,-800,500,0,,0,,Correlation: Tephrochronology,,,,,,,,-52.33,-73.4
358052,Melimoyu,12278,Confirmed Eruption,,,,,-820,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-44.08,-72.88
351020,"Ruiz, Nevado del",11272,Confirmed Eruption,Arenas Crater,4,,?,-850,,0,,0,,Correlation: Tephrochronology,,,,,,,,4.892,-75.324
351021,Santa Isabel,11269,Confirmed Eruption,,,,?,-850,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,4.818,-75.365
357111,Sollipulli,12017,Confirmed Eruption,SW caldera rim (Alpehué crater),5,+,,-920,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-38.97,-71.52
351090,Azufral,11385,Confirmed Eruption,,4,P,?,-930,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,1.08,-77.68
354004,Andahua-Orcopampa,11738,Confirmed Eruption,Cerro Maurus I,,,,-940,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-15.42,-72.33
353060,"Azul, Cerro",11714,Confirmed Eruption,,0,,,-950,900,0,,0,,Isotopic: Cosmic Ray Exposure,,,,,,,,-0.92,-91.408
352003,Cuicocha,11393,Confirmed Eruption,,,,?,-950,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,0.308,-78.364
357153,Antillanca Volcanic Complex,12190,Confirmed Eruption,,5,,,-960,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-40.783,-72.15
357150,Puyehue-Cordon Caulle,12199,Confirmed Eruption,,,,,-990,500,0,,0,,Correlation: Tephrochronology,,,,,,,,-40.59,-72.117
352080,Tungurahua,11610,Confirmed Eruption,,5,,,-1010,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-1.467,-78.442
352050,Cotopaxi,11522,Confirmed Eruption,,4,,?,-1050,,0,,0,,Correlation: Tephrochronology,,,,,,,,-0.677,-78.436
351012,"Bravo, Cerro",11260,Confirmed Eruption,,4,,,-1050,200,0,,0,,Correlation: Tephrochronology,,,,,,,,5.091,-75.293
357120,Villarrica,12096,Confirmed Eruption,,,,?,-1080,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-39.42,-71.93
355012,Parinacota,11812,Confirmed Eruption,South flank (lower Volcanes de Ajata),,,,-1100,500,0,,0,,Isotopic: Cosmic Ray Exposure,,,,,,,,-18.166,-69.142
352003,Cuicocha,11392,Confirmed Eruption,,5,,,-1150,150,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,0.308,-78.364
351080,Galeras,11345,Confirmed Eruption,,2,,,-1160,300,0,,0,,Isotopic: 14C (calibrated),,,,,,,,1.22,-77.37
352020,Guagua Pichincha,11468,Confirmed Eruption,,,,,-1230,75,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-0.171,-78.598
357120,Villarrica,21091,Confirmed Eruption,,4,,,-1230,40,,,,,Isotopic: 14C (uncalibrated),,,,,,,,-39.42,-71.93
351020,"Ruiz, Nevado del",11271,Confirmed Eruption,ENE flank ? (Alto la Piramide ?),,,,-1245,150,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,4.892,-75.324
353050,"Negra, Sierra",11698,Confirmed Eruption,SE flank,0,,,-1250,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-0.83,-91.17
358062,Aguilera,12308,Confirmed Eruption,,5,,,-1253,126,,,,,Isotopic: 14C (calibrated),,,,,,,,-50.33,-73.75
352006,Cayambe,11398,Confirmed Eruption,,,,?,-1300,,0,,0,,Correlation: Tephrochronology,,,,,,,,0.029,-77.986
351012,"Bravo, Cerro",11259,Confirmed Eruption,,4,,,-1310,150,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,5.091,-75.293
354050,Yucamane,11796,Confirmed Eruption,,5,,?,-1320,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-17.184,-70.196
357150,Puyehue-Cordon Caulle,12198,Confirmed Eruption,,,,,-1490,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-40.59,-72.117
357070,"Chillan, Nevados de",11965,Confirmed Eruption,Volcán Viejo,,,,-1510,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-36.868,-71.378
352050,Cotopaxi,11521,Confirmed Eruption,,,,,-1510,150,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-0.677,-78.436
357061,"Maule, Laguna del",22163,Confirmed Eruption,,0,,,-1550,,,,,,Isotopic: Ar/Ar,,,,,,,,-36.058,-70.492
355011,Taapaca,11808,Confirmed Eruption,,,,,-1580,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-18.1,-69.5
352022,Chacana,11455,Confirmed Eruption,,,,,-1580,10,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-0.375,-78.25
352006,Cayambe,11397,Confirmed Eruption,,,,?,-1650,,0,,0,,Correlation: Tephrochronology,,,,,,,,0.029,-77.986
351090,Azufral,11384,Confirmed Eruption,,,,,-1650,150,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,1.08,-77.68
358010,Osorno,12220,Confirmed Eruption,,,,,-1710,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-41.105,-72.496
352006,Cayambe,11396,Confirmed Eruption,,,,?,-1800,,0,,0,,Correlation: Tephrochronology,,,,,,,,0.029,-77.986
357120,Villarrica,12095,Confirmed Eruption,,5,,,-1810,200,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-39.42,-71.93
358063,Reclus,12309,Confirmed Eruption,,,,>,-1830,,0,,0,,Correlation: Tephrochronology,,,,,,,,-50.9395,-73.5802
351090,Azufral,11383,Confirmed Eruption,,,,?,-1850,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,1.08,-77.68
352020,Guagua Pichincha,11467,Confirmed Eruption,,,,,-1860,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-0.171,-78.598
355011,Taapaca,11807,Confirmed Eruption,,,,,-1860,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-18.1,-69.5
358057,"Hudson, Cerro",12291,Confirmed Eruption,,6,,?,-1890,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-45.9,-72.97
358020,Calbuco,12242,Confirmed Eruption,,,,,-1920,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-41.33,-72.618
357120,Villarrica,12094,Confirmed Eruption,,0,,,-1980,150,0,,0,,Correlation: Tephrochronology,,,,,,,,-39.42,-71.93
351030,"Tolima, Nevado del",11296,Confirmed Eruption,,5,?,,-1990,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,4.658,-75.33
352050,Cotopaxi,11520,Confirmed Eruption,,5,,?,-2050,,0,,0,,Correlation: Tephrochronology,,,,,,,,-0.677,-78.436
352020,Guagua Pichincha,11466,Confirmed Eruption,,,,,-2090,75,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-0.171,-78.598
351090,Azufral,11382,Confirmed Eruption,,,,,-2095,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,1.08,-77.68
351040,Machin,11307,Confirmed Eruption,,,,,-2100,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,4.487,-75.389
354004,Andahua-Orcopampa,11737,Confirmed Eruption,Cerro Tichsó,,,,-2110,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-15.42,-72.33
357120,Villarrica,12093,Confirmed Eruption,,,,?,-2140,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-39.42,-71.93
352050,Cotopaxi,11519,Confirmed Eruption,,,,,-2220,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-0.677,-78.436
354010,"Misti, El",11757,Confirmed Eruption,,,,,-2230,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-16.294,-71.409
357120,Villarrica,12092,Confirmed Eruption,,,,?,-2240,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-39.42,-71.93
351040,Machin,11306,Confirmed Eruption,,,,,-2240,300,0,,0,,Isotopic: 14C (calibrated),,,,,,,,4.487,-75.389
352050,Cotopaxi,11518,Confirmed Eruption,,,,,-2250,,0,,0,,Correlation: Tephrochronology,,,,,,,,-0.677,-78.436
358057,"Hudson, Cerro",12290,Confirmed Eruption,,,,<,-2250,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-45.9,-72.97
355210,"Blanco, Cerro",20904,Confirmed Eruption,,7,,,-2300,160,,,,,Isotopic: 14C (calibrated),,,,,,,,-26.7657,-67.746
358070,"Burney, Monte",12326,Confirmed Eruption,,5,,,-2320,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-52.33,-73.4
355011,Taapaca,11806,Confirmed Eruption,,,,,-2400,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-18.1,-69.5
352031,Aliso,11503,Confirmed Eruption,Pumayucu,,,?,-2450,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-0.53,-78
352021,Atacazo,11452,Confirmed Eruption,Ninahuilca Chico I dome,5,,,-2490,40,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-0.353,-78.617
352071,Chimborazo,11606,Confirmed Eruption,,,,,-2500,1500,0,,0,,Correlation: Tephrochronology,,,,,,,,-1.469,-78.817
352003,Cuicocha,11391,Confirmed Eruption,,,,?,-2550,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,0.308,-78.364
351070,Dona Juana,11340,Confirmed Eruption,Northeastern caldera,4,C,,-2550,150,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,1.5,-76.936
351080,Galeras,11344,Confirmed Eruption,,2,,,-2580,500,0,,0,,Isotopic: 14C (calibrated),,,,,,,,1.22,-77.37
